SHA1|_MySeparator_|Duplicated Filename
8886e5dd984b7821bb0c374b4131f341bf6c84ba|_MySeparator_|/Users/enola/Downloads/The Outer Limits - 6x01 - Judgment Day.avi
8886e5dd984b7821bb0c374b4131f341bf6c84ba|_MySeparator_|/Users/enola/Downloads/prout/The Outer Limits - 6x01 - Judgment Day.avi
